Date,Company,Adj Close,High,Low,Open,Volume
2021-07-12,Paragon Banking,459.98199462890625,542.0,531.0,533.0,361422
2021-07-13,Paragon Banking,458.27679443359375,544.489990234375,536.5,542.5,294192
2021-07-14,Paragon Banking,457.85052490234375,541.0,533.5,539.5,201725
2021-07-15,Paragon Banking,446.7666015625,543.5,520.5,543.5,266575
2021-07-16,Paragon Banking,445.9139404296875,536.5,520.0,536.5,321646
2021-07-19,Paragon Banking,428.0092468261719,523.0,501.0,523.0,617679
2021-07-20,Paragon Banking,430.5670471191406,514.5,496.79998779296875,500.5,685301
2021-07-21,Paragon Banking,445.4876708984375,527.5,505.0,505.0,350599
2021-07-22,Paragon Banking,449.3244323730469,537.0,526.5,537.0,379465
2021-07-23,Paragon Banking,456.99786376953125,538.5,525.5,528.5,262567
2021-07-26,Paragon Banking,461.687255859375,545.5,527.5,531.5,262970
2021-07-27,Paragon Banking,461.2609558105469,544.0,531.0,544.0,287243
2021-07-28,Paragon Banking,472.7711181640625,558.5,537.5,537.5,548329
2021-07-29,Paragon Banking,467.22918701171875,568.0,548.0,568.0,312716
2021-07-30,Paragon Banking,471.06591796875,557.0,541.5,549.0,487056
2021-08-02,Paragon Banking,470.6396179199219,564.0,548.0,553.0,263187
2021-08-03,Paragon Banking,474.0500183105469,564.0,550.0,550.0,283125
2021-08-04,Paragon Banking,475.3289489746094,562.0,548.0,552.5,384752
2021-08-05,Paragon Banking,476.18157958984375,562.0,548.5,555.0,281063
2021-08-06,Paragon Banking,476.18157958984375,562.5,551.0,557.0,269263
2021-08-09,Paragon Banking,477.0341491699219,562.5,548.0,548.0,242514
2021-08-10,Paragon Banking,478.73944091796875,562.5,548.5,548.5,266042
2021-08-11,Paragon Banking,485.9866027832031,571.0,561.5,566.0,228337
2021-08-12,Paragon Banking,484.7076721191406,578.0,568.0,578.0,212232
2021-08-13,Paragon Banking,485.1339111328125,573.0,567.5,570.5,280358
2021-08-16,Paragon Banking,476.18157958984375,568.0,555.5,557.5,271894
2021-08-17,Paragon Banking,472.3448486328125,564.5,546.0,546.0,277685
2021-08-18,Paragon Banking,480.018310546875,567.0,554.0,567.0,473442
2021-08-19,Paragon Banking,474.90264892578125,563.0,548.0,551.5,240478
2021-08-20,Paragon Banking,477.88677978515625,565.5,553.0,554.0,324053
2021-08-23,Paragon Banking,474.47637939453125,574.0,548.0,553.0,277764
2021-08-24,Paragon Banking,479.16571044921875,564.0,556.0,556.0,195725
2021-08-25,Paragon Banking,485.9866027832031,572.5,561.5,565.0,338822
2021-08-26,Paragon Banking,482.14984130859375,572.0,559.0,564.0,169668
2021-08-27,Paragon Banking,482.5760803222656,569.5,562.5,569.0,168780
2021-08-31,Paragon Banking,479.16571044921875,566.5,559.510986328125,564.5,379539
2021-09-01,Paragon Banking,484.7076721191406,575.5,563.5,575.5,503101
2021-09-02,Paragon Banking,483.4287414550781,578.0,562.5,578.0,191842
2021-09-03,Paragon Banking,477.88677978515625,570.0,365.25,563.0,541875
2021-09-06,Paragon Banking,483.0024719238281,568.5,555.5,559.5,301679
2021-09-07,Paragon Banking,482.5760803222656,573.0,565.5,566.0,400296
2021-09-08,Paragon Banking,475.3289489746094,565.0,552.5,555.5,284961
2021-09-09,Paragon Banking,474.0500183105469,558.5,547.0,547.0,320032
2021-09-10,Paragon Banking,472.7711181640625,563.5,551.0,556.0,293033
2021-09-13,Paragon Banking,485.1296691894531,570.5,558.5,562.0,12554
2021-09-14,Paragon Banking,463.3924560546875,569.0,543.5,567.5,326763
2021-09-15,Paragon Banking,458.27679443359375,548.5,535.5,535.5,303908
2021-09-16,Paragon Banking,464.24505615234375,546.0,533.5,533.5,335448
2021-09-17,Paragon Banking,469.3607177734375,559.0,547.0700073242188,550.5,799112
2021-09-20,Paragon Banking,462.5398254394531,563.5,540.5,563.5,371790
2021-09-21,Paragon Banking,461.2609558105469,556.0,541.0,549.5,305681
2021-09-22,Paragon Banking,473.197509765625,559.5,531.5,531.5,283810
2021-09-23,Paragon Banking,473.197509765625,562.5,553.5,562.5,376659
2021-09-24,Paragon Banking,469.7869567871094,560.0,548.5,560.0,276439
2021-09-27,Paragon Banking,473.197509765625,559.0,553.5,556.5,349115
2021-09-28,Paragon Banking,465.5239562988281,556.0,543.0,544.5,536921
2021-09-29,Paragon Banking,465.0976867675781,553.0,539.0,542.0,660172
2021-09-30,Paragon Banking,465.0976867675781,553.0,538.5,538.5,412802
2021-10-01,Paragon Banking,465.0976867675781,553.5,533.5,553.5,300968
2021-10-04,Paragon Banking,461.687255859375,553.5,538.0,546.5,256669
2021-10-05,Paragon Banking,470.2133483886719,556.0,542.0,542.0,232780
2021-10-06,Paragon Banking,463.3924560546875,551.0,540.0,547.5,348934
2021-10-07,Paragon Banking,467.655517578125,553.5,542.0,544.0,358851
2021-10-08,Paragon Banking,468.081787109375,558.0,542.0,558.0,230704
2021-10-11,Paragon Banking,471.06591796875,560.0,544.7999877929688,560.0,197410
2021-10-12,Paragon Banking,467.22918701171875,553.4010009765625,541.0,542.0,237806
2021-10-13,Paragon Banking,457.85052490234375,552.5,536.5,544.5,485341
2021-10-14,Paragon Banking,456.14532470703125,551.0,533.0,551.0,609897
2021-10-15,Paragon Banking,465.9503173828125,547.0,534.5,539.0,940880
2021-10-18,Paragon Banking,464.24505615234375,547.5,542.5,542.5,455548
2021-10-19,Paragon Banking,464.24505615234375,548.5,532.5,532.5,154872
2021-10-20,Paragon Banking,459.98199462890625,544.0,537.5,544.0,320052
2021-10-21,Paragon Banking,452.3085632324219,541.0,530.5,535.0,475613
2021-10-22,Paragon Banking,461.687255859375,545.0,526.5,530.0,227483
2021-10-25,Paragon Banking,470.2133483886719,558.0,542.5,553.5,243231
2021-10-26,Paragon Banking,470.2133483886719,554.0,548.5,551.5,175659
2021-10-27,Paragon Banking,472.3448486328125,557.5,545.0,545.0,211684
2021-10-28,Paragon Banking,465.9503173828125,556.0,544.0,549.0,175421
2021-10-29,Paragon Banking,467.655517578125,554.0,538.0,542.5,171564
2021-11-01,Paragon Banking,473.197509765625,558.75,538.0,551.5,129025
2021-11-02,Paragon Banking,464.6714172363281,555.5,544.0,544.0,819896
2021-11-03,Paragon Banking,456.57159423828125,548.5,535.5,548.0,718275
2021-11-04,Paragon Banking,455.7189636230469,545.0,532.031005859375,540.5,1375954
2021-11-05,Paragon Banking,464.6714172363281,551.0,536.0,536.0,778815
2021-11-08,Paragon Banking,461.2609558105469,546.5,538.5,543.0,144441
2021-11-09,Paragon Banking,455.2926940917969,555.0,531.5,555.0,345614
2021-11-10,Paragon Banking,458.27679443359375,539.0,530.5,536.5,227219
2021-11-11,Paragon Banking,456.14532470703125,541.4849853515625,531.0,537.5,501750
2021-11-12,Paragon Banking,456.57159423828125,536.5,528.9530029296875,531.5,245245
2021-11-15,Paragon Banking,455.7189636230469,539.5,529.2440185546875,533.0,151720
2021-11-16,Paragon Banking,459.12939453125,539.0,533.5,536.5,492354
2021-11-17,Paragon Banking,453.1611633300781,539.0,526.0,526.0,139937
2021-11-18,Paragon Banking,456.99786376953125,541.0,523.5,523.5,164427
2021-11-19,Paragon Banking,452.7348327636719,538.5,523.0,537.0,179204
2021-11-22,Paragon Banking,455.7189636230469,538.5,530.0,538.5,219505
2021-11-23,Paragon Banking,454.0137634277344,535.5,522.0,522.0,99940
2021-11-24,Paragon Banking,448.89813232421875,536.0,525.0,525.0,139109
2021-11-25,Paragon Banking,451.8822021484375,533.1719970703125,526.0,527.5,91948
2021-11-26,Paragon Banking,435.6827087402344,517.5,507.0,517.0,185587
2021-11-29,Paragon Banking,442.50360107421875,527.5,516.0,518.0,189270
2021-11-30,Paragon Banking,441.2247009277344,524.5,511.0,511.0,519067
2021-12-01,Paragon Banking,449.3244323730469,530.5,521.0,521.0,684748
2021-12-02,Paragon Banking,451.4559631347656,534.0,515.0,515.0,280758
2021-12-03,Paragon Banking,451.0296630859375,539.5,524.7999877929688,536.5,217249
2021-12-06,Paragon Banking,459.5557556152344,543.5,532.0,532.0,217594
2021-12-07,Paragon Banking,462.1135559082031,570.0,537.0,557.0,676212
2021-12-08,Paragon Banking,466.3766174316406,552.4650268554688,536.0,550.0,417611
2021-12-09,Paragon Banking,466.3766174316406,559.0,545.0,559.0,273431
2021-12-10,Paragon Banking,462.5398254394531,549.5,540.0,545.0,313592
2021-12-13,Paragon Banking,456.99786376953125,550.0,535.5,550.0,517995
2021-12-14,Paragon Banking,461.2609558105469,545.8250122070312,537.5,539.5,1107933
2021-12-15,Paragon Banking,468.081787109375,553.0,535.0,542.0,1358341
2021-12-16,Paragon Banking,471.4922180175781,557.5,548.0,552.5,466122
2021-12-17,Paragon Banking,472.7711181640625,565.0,553.0,565.0,466468
2021-12-20,Paragon Banking,461.2609558105469,549.5,537.5,542.0,199373
2021-12-21,Paragon Banking,462.5398254394531,548.0,537.5,548.0,276995
2021-12-22,Paragon Banking,471.4922180175781,553.0,537.0,537.0,540451
2021-12-23,Paragon Banking,476.18157958984375,563.0,554.0,555.0,178555
2021-12-24,Paragon Banking,474.0500183105469,559.469970703125,547.5,547.5,28939
2021-12-29,Paragon Banking,480.8708801269531,570.0,562.5,570.0,176483
2021-12-30,Paragon Banking,484.7076721191406,569.0,557.0,557.0,167961
2021-12-31,Paragon Banking,483.0024719238281,572.5,550.5449829101562,565.5,201948
2022-01-04,Paragon Banking,497.9230651855469,586.6519775390625,570.5830078125,577.0,2213841
2022-01-05,Paragon Banking,486.412841796875,591.5,570.5,589.0,850515
2022-01-06,Paragon Banking,487.69183349609375,579.0,563.0,563.0,366969
2022-01-07,Paragon Banking,491.954833984375,579.5,569.47998046875,574.0,442407
2022-01-10,Paragon Banking,496.2178649902344,583.0,576.0,581.0,792986
2022-01-11,Paragon Banking,497.07049560546875,590.0,581.0,590.0,986532
2022-01-12,Paragon Banking,496.2178649902344,589.0,575.0,575.0,294463
2022-01-13,Paragon Banking,497.07049560546875,586.5,578.0,581.0,868530
2022-01-14,Paragon Banking,503.0387268066406,590.5,581.5,582.0,721067
2022-01-17,Paragon Banking,503.0387268066406,597.0,587.0,597.0,359256
2022-01-18,Paragon Banking,503.8913879394531,595.0,586.5,595.0,459661
2022-01-19,Paragon Banking,503.0387268066406,600.5,588.0,598.0,573653
2022-01-20,Paragon Banking,512.84375,601.5,589.7529907226562,592.5,329525
2022-01-21,Paragon Banking,511.13848876953125,599.5,586.0,586.0,540456
2022-01-24,Paragon Banking,507.7280578613281,603.5,590.0,601.0,979522
2022-01-25,Paragon Banking,519.2383422851562,613.5,588.0,588.0,945180
2022-01-26,Paragon Banking,526.4854736328125,619.0,609.5,613.5,519596
2022-01-27,Paragon Banking,506.1683349609375,609.0,573.0,609.0,701231
2022-01-28,Paragon Banking,503.52972412109375,580.0,566.5,575.5,705249
2022-01-31,Paragon Banking,500.89117431640625,588.0,562.5,588.0,554445
2022-02-01,Paragon Banking,506.6081237792969,583.0,574.0,583.0,515822
2022-02-02,Paragon Banking,506.6081237792969,582.5,576.0,577.5,316077
2022-02-03,Paragon Banking,508.3671569824219,581.5,573.0999755859375,574.0,792462
2022-02-04,Paragon Banking,496.4936218261719,585.5,562.5,577.0,334150
2022-02-07,Paragon Banking,500.89117431640625,572.5,554.0,554.0,435638
2022-02-08,Paragon Banking,505.2888488769531,577.0,569.5,573.5,337006
2022-02-09,Paragon Banking,511.0057678222656,583.0,572.7589721679688,574.0,299486
2022-02-10,Paragon Banking,503.09002685546875,589.989990234375,566.0,577.0,273149
2022-02-11,Paragon Banking,509.6864929199219,580.5,562.0,562.0,342608
2022-02-14,Paragon Banking,499.1321105957031,575.5,565.0,565.5,390257
2022-02-15,Paragon Banking,497.3730773925781,571.0,562.5,566.5,554912
2022-02-16,Paragon Banking,492.09588623046875,569.0,554.5,561.0,305835
2022-02-17,Paragon Banking,481.1017761230469,561.4530029296875,545.5,558.0,444898
2022-02-18,Paragon Banking,483.7403869628906,560.0,546.0,560.0,360187
2022-02-21,Paragon Banking,478.0234680175781,561.0,540.5,561.0,315734
2022-02-22,Paragon Banking,475.82464599609375,556.0,536.5,556.0,521626
2022-02-23,Paragon Banking,476.264404296875,548.0,538.5,541.0,780383
2022-02-24,Paragon Banking,442.402587890625,536.5,503.0,536.5,502376
2022-02-25,Paragon Banking,455.5954895019531,520.5,499.79998779296875,500.0,1680945
2022-02-28,Paragon Banking,444.6014099121094,527.5,493.79998779296875,527.5,960488
2022-03-01,Paragon Banking,419.3589172363281,508.0,476.20001220703125,494.0,1736129
2022-03-02,Paragon Banking,424.9879455566406,487.20001220703125,468.20001220703125,476.79998779296875,571706
2022-03-03,Paragon Banking,410.9154968261719,490.20001220703125,466.6000061035156,489.3999938964844,356034
2022-03-04,Paragon Banking,389.4549560546875,466.6000061035156,441.0,464.79998779296875,542643
2022-03-07,Paragon Banking,377.1415710449219,441.20001220703125,408.79998779296875,441.20001220703125,583731
2022-03-08,Paragon Banking,375.734375,436.6000061035156,421.0,421.0,1237688
2022-03-09,Paragon Banking,402.29608154296875,458.20001220703125,421.3999938964844,421.3999938964844,1122727
2022-03-10,Paragon Banking,397.0189514160156,460.3999938964844,444.6000061035156,445.6000061035156,431389
2022-03-11,Paragon Banking,410.0359802246094,471.6000061035156,453.79998779296875,456.0,681884
2022-03-14,Paragon Banking,419.3589172363281,481.6000061035156,466.20001220703125,471.79998779296875,442023
2022-03-15,Paragon Banking,410.5636291503906,477.3999938964844,466.0,475.3999938964844,428862
2022-03-16,Paragon Banking,426.0433654785156,487.6000061035156,467.3999938964844,469.20001220703125,842581
2022-03-17,Paragon Banking,430.9687194824219,495.20001220703125,485.3999938964844,486.0,956496
2022-03-18,Paragon Banking,441.5230712890625,502.0,492.3999938964844,492.6000061035156,1947500
2022-03-21,Paragon Banking,438.18084716796875,507.0,493.0,507.0,563860
2022-03-22,Paragon Banking,444.16162109375,506.0,498.0,498.0,400074
2022-03-23,Paragon Banking,439.0603942871094,507.0,497.79998779296875,505.0,303666
2022-03-24,Paragon Banking,434.48681640625,499.0,491.0,491.0,165890
2022-03-25,Paragon Banking,435.5422668457031,499.0,490.6000061035156,494.79998779296875,478636
2022-03-28,Paragon Banking,438.18084716796875,504.5,496.20001220703125,504.5,421558
2022-03-29,Paragon Banking,450.3183288574219,514.5,495.79998779296875,497.79998779296875,581112
2022-03-30,Paragon Banking,445.4809265136719,512.0,503.0,508.0,367477
2022-03-31,Paragon Banking,439.76397705078125,511.0,500.0,509.0,456380
2022-04-01,Paragon Banking,445.4809265136719,512.0,503.0,505.0,549496
2022-04-04,Paragon Banking,440.6435241699219,506.5,495.20001220703125,495.20001220703125,336921
2022-04-05,Paragon Banking,440.2037353515625,503.0,490.6000061035156,490.6000061035156,361379
2022-04-06,Paragon Banking,431.84820556640625,505.0,488.0,497.79998779296875,377241
2022-04-07,Paragon Banking,431.3205261230469,496.49700927734375,487.79998779296875,495.20001220703125,241643
2022-04-08,Paragon Banking,436.5976867675781,505.0,491.6000061035156,493.6000061035156,379120
2022-04-11,Paragon Banking,440.2037353515625,507.5050048828125,486.0,486.0,419518
2022-04-12,Paragon Banking,437.30133056640625,500.0,492.79998779296875,494.20001220703125,311837
2022-04-13,Paragon Banking,437.47723388671875,500.5,488.0,488.0,322606
2022-04-14,Paragon Banking,440.6435241699219,508.0,495.79998779296875,508.0,268565
2022-04-19,Paragon Banking,441.08331298828125,504.5,496.3999938964844,499.3999938964844,304720
2022-04-20,Paragon Banking,443.72186279296875,508.9530029296875,500.0,502.5,497338
2022-04-21,Paragon Banking,446.80023193359375,511.0,502.0,506.0,256484
2022-04-22,Paragon Banking,436.42181396484375,508.0,496.0,496.79998779296875,312406
2022-04-25,Paragon Banking,432.02410888671875,494.0,483.79998779296875,489.79998779296875,325847
2022-04-26,Paragon Banking,432.3759460449219,499.3999938964844,489.0,489.0,470098
2022-04-27,Paragon Banking,430.2651062011719,495.6000061035156,487.20001220703125,491.20001220703125,262433
2022-04-28,Paragon Banking,433.431396484375,497.79998779296875,480.6000061035156,487.6000061035156,253320
2022-04-29,Paragon Banking,436.2458801269531,500.0,486.79998779296875,486.79998779296875,299920
2022-05-03,Paragon Banking,433.7832336425781,505.5,491.79998779296875,493.0,373383
2022-05-04,Paragon Banking,433.6073303222656,505.0,485.4989929199219,492.6000061035156,374865
2022-05-05,Paragon Banking,434.135009765625,503.0,492.20001220703125,495.6000061035156,457401
2022-05-06,Paragon Banking,425.3397216796875,493.79998779296875,479.0,485.6000061035156,840434
2022-05-09,Paragon Banking,415.4889831542969,483.0,471.42401123046875,474.0,295227
2022-05-10,Paragon Banking,406.6937255859375,479.20001220703125,462.3999938964844,472.0,480266
2022-05-11,Paragon Banking,409.3323059082031,472.20001220703125,456.79998779296875,472.20001220703125,1130385
2022-05-12,Paragon Banking,409.3323059082031,469.0,455.0,459.6000061035156,231422
2022-05-13,Paragon Banking,417.4239807128906,478.6000061035156,466.20001220703125,478.6000061035156,255598
2022-05-16,Paragon Banking,419.53485107421875,482.3999938964844,470.3999938964844,472.3999938964844,450838
2022-05-17,Paragon Banking,427.45062255859375,489.20001220703125,481.20001220703125,481.79998779296875,407639
2022-05-18,Paragon Banking,422.349365234375,487.6000061035156,477.0,477.0,190970
2022-05-19,Paragon Banking,407.925048828125,478.20001220703125,461.79998779296875,477.0,184216
2022-05-20,Paragon Banking,411.7950134277344,475.79998779296875,467.6000061035156,470.0,545614
2022-05-23,Paragon Banking,422.7011413574219,481.20001220703125,473.20001220703125,479.3999938964844,166343
2022-05-24,Paragon Banking,420.5903015136719,483.6000061035156,474.79998779296875,476.3999938964844,236437
2022-05-25,Paragon Banking,422.349365234375,483.0,475.0,483.0,120891
2022-05-26,Paragon Banking,430.44097900390625,492.6000061035156,479.0,488.0,210123
2022-05-27,Paragon Banking,434.6627197265625,496.79998779296875,485.20001220703125,496.79998779296875,162890
2022-05-30,Paragon Banking,438.18084716796875,502.5,485.8240051269531,502.5,134052
2022-05-31,Paragon Banking,432.5518798828125,497.3999938964844,491.20001220703125,493.20001220703125,418597
2022-06-01,Paragon Banking,429.91326904296875,496.79998779296875,486.79998779296875,493.3999938964844,168442
2022-06-06,Paragon Banking,434.8386535644531,500.0,490.79998779296875,496.20001220703125,160197
2022-06-07,Paragon Banking,439.0603942871094,499.79998779296875,486.20001220703125,486.20001220703125,204462
2022-06-08,Paragon Banking,432.5518798828125,499.0,491.3999938964844,493.79998779296875,177301
2022-06-09,Paragon Banking,430.9687194824219,495.0,488.20001220703125,495.0,291285
2022-06-10,Paragon Banking,422.8770446777344,487.20001220703125,479.0,481.6000061035156,191488
2022-06-13,Paragon Banking,413.378173828125,478.6000061035156,465.3999938964844,476.0,213520
2022-06-14,Paragon Banking,441.5230712890625,515.5,478.6000061035156,480.0,954278
2022-06-15,Paragon Banking,443.2821044921875,511.0,495.79998779296875,503.0,2272967
2022-06-16,Paragon Banking,434.135009765625,509.5,492.3999938964844,505.0,1011336
2022-06-17,Paragon Banking,435.5422668457031,505.5,486.20001220703125,505.5,794711
2022-06-20,Paragon Banking,422.1734313964844,499.1600036621094,478.6000061035156,493.6000061035156,439677
2022-06-21,Paragon Banking,423.052978515625,488.79998779296875,468.79998779296875,468.79998779296875,627050
2022-06-22,Paragon Banking,422.349365234375,485.20001220703125,473.6000061035156,484.0,1034470
2022-06-23,Paragon Banking,416.8962707519531,483.79998779296875,474.0,479.0,219840
2022-06-24,Paragon Banking,422.5252380371094,481.6000061035156,472.20001220703125,480.0,247846
2022-06-27,Paragon Banking,428.50604248046875,492.3999938964844,480.6000061035156,489.6000061035156,335826
2022-06-28,Paragon Banking,435.7181396484375,497.20001220703125,489.0,490.0,378669
2022-06-29,Paragon Banking,437.12542724609375,497.3999938964844,491.0,494.20001220703125,520155
2022-06-30,Paragon Banking,430.44097900390625,495.79998779296875,482.20001220703125,491.6000061035156,624324
2022-07-01,Paragon Banking,430.08917236328125,491.0,481.0,481.0,253068
2022-07-04,Paragon Banking,433.6073303222656,494.20001220703125,489.20001220703125,491.0,282370
2022-07-05,Paragon Banking,424.8120422363281,491.6000061035156,478.20001220703125,480.0,495084
2022-07-06,Paragon Banking,428.1542053222656,490.79998779296875,484.20001220703125,485.79998779296875,384712
2022-07-07,Paragon Banking,427.6160888671875,482.5,476.6000061035156,482.3999938964844,243573
2022-07-08,Paragon Banking,429.7685546875,483.20001220703125,475.3999938964844,481.3999938964844,261281
2022-07-11,Paragon Banking,435.8670959472656,488.70001220703125,478.0,480.3999938964844,344816
2022-07-12,Paragon Banking,443.938720703125,495.20001220703125,486.20001220703125,495.0,1227611
2022-07-13,Paragon Banking,440.889404296875,498.0,487.6000061035156,493.3999938964844,359411
2022-07-14,Paragon Banking,439.4544677734375,502.5,489.6000061035156,502.5,275450
2022-07-15,Paragon Banking,446.09112548828125,497.6000061035156,484.0,484.0,127552
2022-07-18,Paragon Banking,448.871337890625,504.5,497.0,497.0,175910
2022-07-19,Paragon Banking,456.0461120605469,510.5,494.3999938964844,494.3999938964844,576488
2022-07-20,Paragon Banking,456.0461120605469,515.0,501.0,510.0,251675
2022-07-21,Paragon Banking,464.1177673339844,519.5,507.0,509.5,243571
2022-07-22,Paragon Banking,462.7724609375,522.5,506.0,506.0,175159
2022-07-25,Paragon Banking,469.498779296875,529.5,503.5,503.5,180858
2022-07-26,Paragon Banking,467.70513916015625,528.0,521.0,524.5,147733
2022-07-27,Paragon Banking,472.63775634765625,532.0,521.0,521.0,814429
2022-07-28,Paragon Banking,477.12200927734375,534.5,526.5,532.5,243598
2022-07-29,Paragon Banking,479.81256103515625,542.0,522.0,534.5,291463
2022-08-01,Paragon Banking,482.9515075683594,546.2780151367188,534.2529907226562,536.5,193465
2022-08-02,Paragon Banking,482.5030517578125,540.7479858398438,534.0,538.0,223613
2022-08-03,Paragon Banking,491.02313232421875,547.5,535.0,535.0,269736
2022-08-04,Paragon Banking,492.8168029785156,552.0,545.0,548.5,209355
2022-08-05,Paragon Banking,496.8526306152344,558.5,547.0,547.0,182335
2022-08-08,Paragon Banking,499.54315185546875,562.0,553.5,558.5,217023
2022-08-09,Paragon Banking,504.475830078125,562.5,557.0,557.5,268560
2022-08-10,Paragon Banking,510.75372314453125,570.0,558.0,562.0,255734
2022-08-11,Paragon Banking,514.341064453125,577.0,569.0,569.0,153843
2022-08-12,Paragon Banking,518.8253173828125,579.5,566.0,569.5,121653
2022-08-15,Paragon Banking,520.6190185546875,581.0,573.2379760742188,580.0,185674
2022-08-16,Paragon Banking,508.5115661621094,585.5,565.5,568.0,219753
2022-08-17,Paragon Banking,507.6147155761719,573.0,563.5,567.5,297019
2022-08-18,Paragon Banking,508.063232421875,572.9979858398438,558.5,564.0,150559
2022-08-19,Paragon Banking,505.3726806640625,567.0,554.5,554.5,133474
2022-08-22,Paragon Banking,500.8883972167969,564.75,556.8759765625,558.0,134185
2022-08-23,Paragon Banking,501.78521728515625,564.5,549.0,549.0,202936
2022-08-24,Paragon Banking,491.4714660644531,563.5,546.5,552.5,246170
2022-08-25,Paragon Banking,486.9872741699219,553.5,540.0,542.0,217723
2022-08-26,Paragon Banking,486.9872741699219,546.0,541.5,542.0,142862
2022-08-30,Paragon Banking,484.29681396484375,546.5,534.5,538.0,265012
2022-08-31,Paragon Banking,481.60626220703125,544.5,536.5,544.5,440005
2022-09-01,Paragon Banking,443.938720703125,538.5,490.79998779296875,529.0,426994
2022-09-02,Paragon Banking,451.5619201660156,506.0,485.79998779296875,499.20001220703125,364287
2022-09-05,Paragon Banking,450.6650695800781,503.5,495.20001220703125,499.20001220703125,251171
2022-09-06,Paragon Banking,449.31976318359375,511.0,496.6000061035156,507.0,383074
2022-09-07,Paragon Banking,442.14501953125,508.6600036621094,488.3999938964844,499.6000061035156,342748
2022-09-08,Paragon Banking,443.0418395996094,500.5,486.6000061035156,498.20001220703125,843082
2022-09-09,Paragon Banking,444.476806640625,501.5,493.79998779296875,497.79998779296875,302557
2022-09-12,Paragon Banking,453.80401611328125,509.0,499.79998779296875,502.0,440921
2022-09-13,Paragon Banking,447.5260925292969,506.0,498.3999938964844,504.5,401106
