Date,Company,Adj Close,High,Low,Open,Volume
2021-07-12,American International Group,44.27425765991211,47.72999954223633,45.970001220703125,46.349998474121094,3450700
2021-07-13,American International Group,43.611637115478516,47.54999923706055,46.68000030517578,47.400001525878906,2983400
2021-07-14,American International Group,43.3129997253418,47.349998474121094,46.02000045776367,46.88999938964844,2792200
2021-07-15,American International Group,44.86222457885742,48.20000076293945,47.02000045776367,47.5,7698900
2021-07-16,American International Group,43.77029037475586,48.25,46.63999938964844,48.20000076293945,4384800
2021-07-19,American International Group,41.9317626953125,45.779998779296875,44.540000915527344,45.5,5465300
2021-07-20,American International Group,44.07827377319336,47.529998779296875,44.869998931884766,44.970001220703125,5131200
2021-07-21,American International Group,45.067543029785156,48.970001220703125,47.650001525878906,47.650001525878906,3970900
2021-07-22,American International Group,44.386253356933594,48.099998474121094,47.2400016784668,48.099998474121094,2815300
2021-07-23,American International Group,44.15293884277344,48.349998474121094,47.130001068115234,47.970001220703125,3029600
2021-07-26,American International Group,44.5262451171875,48.0099983215332,47.18000030517578,47.279998779296875,3026800
2021-07-27,American International Group,44.25559616088867,47.810001373291016,46.779998779296875,47.08000183105469,2347700
2021-07-28,American International Group,43.81696701049805,47.75,46.18000030517578,47.56999969482422,2956000
2021-07-29,American International Group,44.67556381225586,47.9900016784668,47.0099983215332,47.56999969482422,3492500
2021-07-30,American International Group,44.19025802612305,48.279998779296875,47.13999938964844,47.5,4695600
2021-08-02,American International Group,44.208927154541016,48.84000015258789,47.279998779296875,47.869998931884766,2779100
2021-08-03,American International Group,44.55424880981445,47.79999923706055,46.439998626708984,47.709999084472656,2346500
2021-08-04,American International Group,43.9476203918457,47.63999938964844,46.77000045776367,47.040000915527344,3592100
2021-08-05,American International Group,45.412845611572266,48.75,47.599998474121094,47.599998474121094,4686400
2021-08-06,American International Group,47.5500373840332,51.380001068115234,50.0,50.25,4807600
2021-08-09,American International Group,48.389976501464844,52.150001525878906,50.38999938964844,50.66999816894531,4388700
2021-08-10,American International Group,49.59389114379883,53.40999984741211,51.86000061035156,51.86000061035156,7491300
2021-08-11,American International Group,50.471168518066406,54.119998931884766,52.779998779296875,53.43000030517578,5623200
2021-08-12,American International Group,50.28451156616211,54.58000183105469,53.630001068115234,54.25,3647700
2021-08-13,American International Group,50.965797424316406,54.93000030517578,53.88999938964844,54.18000030517578,4675500
2021-08-16,American International Group,50.965797424316406,54.83000183105469,53.72999954223633,54.2400016784668,4648600
2021-08-17,American International Group,50.40583801269531,54.959999084472656,53.810001373291016,54.25,4490900
2021-08-18,American International Group,50.17251968383789,54.900001525878906,53.529998779296875,53.75,5002900
2021-08-19,American International Group,49.425899505615234,53.900001525878906,52.540000915527344,52.939998626708984,7291400
2021-08-20,American International Group,49.99519348144531,53.83000183105469,52.720001220703125,53.040000915527344,4040800
2021-08-23,American International Group,50.54582977294922,54.7599983215332,54.0,54.06999969482422,3738400
2021-08-24,American International Group,50.73247528076172,54.689998626708984,53.88999938964844,54.15999984741211,3797600
2021-08-25,American International Group,51.264434814453125,55.5,54.220001220703125,54.540000915527344,4019300
2021-08-26,American International Group,50.4151725769043,55.130001068115234,53.9900016784668,55.08000183105469,3308100
2021-08-27,American International Group,51.33910369873047,55.11000061035156,54.150001525878906,54.34000015258789,3485500
2021-08-30,American International Group,50.4151725769043,55.04999923706055,54.0,55.04999923706055,3711400
2021-08-31,American International Group,50.919132232666016,54.81999969482422,53.849998474121094,53.849998474121094,5703900
2021-09-01,American International Group,50.93779373168945,54.81999969482422,54.209999084472656,54.689998626708984,4014300
2021-09-02,American International Group,51.54441833496094,55.38999938964844,54.650001525878906,54.77000045776367,5228000
2021-09-03,American International Group,51.423099517822266,55.41999816894531,54.59000015258789,55.150001525878906,4556800
2021-09-07,American International Group,51.021793365478516,55.779998779296875,54.650001525878906,55.209999084472656,4783000
2021-09-08,American International Group,51.15245056152344,55.0099983215332,54.29999923706055,54.5,3349300
2021-09-09,American International Group,51.04045867919922,55.790000915527344,54.599998474121094,54.79999923706055,4669900
2021-09-10,American International Group,50.807132720947266,55.380001068115234,54.400001525878906,55.16999816894531,3221700
2021-09-13,American International Group,51.44176483154297,55.33000183105469,54.61000061035156,55.11000061035156,4962000
2021-09-14,American International Group,50.79780578613281,55.38999938964844,54.27000045776367,55.34000015258789,5109600
2021-09-15,American International Group,51.11699676513672,54.7599983215332,53.869998931884766,54.20000076293945,4194300
2021-09-16,American International Group,51.02311706542969,55.060001373291016,54.04999923706055,54.470001220703125,3423200
2021-09-17,American International Group,50.516170501708984,55.040000915527344,53.59000015258789,54.09000015258789,7278400
2021-09-20,American International Group,49.971675872802734,53.310001373291016,52.0,52.22999954223633,7959300
2021-09-21,American International Group,49.718204498291016,53.83000183105469,52.900001525878906,53.709999084472656,5580500
2021-09-22,American International Group,50.42229080200195,54.13999938964844,53.459999084472656,53.83000183105469,4876600
2021-09-23,American International Group,51.182716369628906,55.029998779296875,53.970001220703125,53.970001220703125,4444700
2021-09-24,American International Group,51.4549560546875,55.209999084472656,54.31999969482422,54.619998931884766,5669300
2021-09-27,American International Group,53.539066314697266,57.209999084472656,55.369998931884766,55.369998931884766,5232800
2021-09-28,American International Group,52.5627326965332,57.540000915527344,55.869998931884766,57.08000183105469,5511600
2021-09-29,American International Group,52.42190933227539,56.459999084472656,55.779998779296875,56.220001220703125,3289600
2021-09-30,American International Group,51.530059814453125,56.119998931884766,54.880001068115234,55.97999954223633,4202000
2021-10-01,American International Group,52.08395004272461,55.88999938964844,54.810001373291016,55.150001525878906,5871800
2021-10-04,American International Group,52.40313720703125,56.70000076293945,55.33000183105469,55.380001068115234,5557000
2021-10-05,American International Group,53.9333610534668,57.7400016784668,55.63999938964844,56.279998779296875,4845500
2021-10-06,American International Group,53.811309814453125,57.45000076293945,56.06999969482422,56.93000030517578,3484300
2021-10-07,American International Group,53.698665618896484,58.11000061035156,57.15999984741211,57.630001068115234,3749900
2021-10-08,American International Group,54.083560943603516,57.9900016784668,57.11000061035156,57.11000061035156,2217200
2021-10-11,American International Group,54.3464241027832,58.86000061035156,57.58000183105469,57.75,3104700
2021-10-12,American International Group,53.88641357421875,58.43000030517578,57.27000045776367,57.79999923706055,2678600
2021-10-13,American International Group,52.76926040649414,57.279998779296875,55.47999954223633,57.220001220703125,4125000
2021-10-14,American International Group,54.23377227783203,57.779998779296875,56.470001220703125,57.040000915527344,4857000
2021-10-15,American International Group,54.712547302246094,58.81999969482422,58.08000183105469,58.310001373291016,3931900
2021-10-18,American International Group,54.3464241027832,58.5,57.61000061035156,58.22999954223633,3299000
2021-10-19,American International Group,55.05051040649414,59.18000030517578,58.33000183105469,58.540000915527344,3217200
2021-10-20,American International Group,55.96113586425781,59.7599983215332,58.130001068115234,58.36000061035156,3205000
2021-10-21,American International Group,55.63256072998047,59.95000076293945,58.90999984741211,59.36000061035156,2794600
2021-10-22,American International Group,56.3366584777832,60.15999984741211,59.31999969482422,59.63999938964844,3734100
2021-10-25,American International Group,55.98930358886719,60.349998474121094,59.20000076293945,60.0,3157100
2021-10-26,American International Group,55.604400634765625,60.0,59.16999816894531,59.720001220703125,2497400
2021-10-27,American International Group,54.966026306152344,60.02000045776367,58.43000030517578,59.029998779296875,3984800
2021-10-28,American International Group,56.23339080810547,59.95000076293945,58.81999969482422,58.81999969482422,2668200
2021-10-29,American International Group,55.47296905517578,60.91999816894531,59.060001373291016,60.0,4668700
2021-11-01,American International Group,56.50563430786133,60.369998931884766,59.619998931884766,59.709999084472656,2732100
2021-11-02,American International Group,56.30849075317383,60.369998931884766,59.79999923706055,60.0,3318100
2021-11-03,American International Group,57.34115982055664,61.79999923706055,59.66999816894531,59.70000076293945,4537700
2021-11-04,American International Group,56.693389892578125,60.83000183105469,59.650001525878906,60.70000076293945,4685900
2021-11-05,American International Group,55.350921630859375,62.540000915527344,58.709999084472656,62.0,6787500
2021-11-08,American International Group,55.53868103027344,59.869998931884766,58.599998474121094,59.060001373291016,5118300
2021-11-09,American International Group,55.163169860839844,59.529998779296875,58.27000045776367,58.79999923706055,3097700
2021-11-10,American International Group,55.25704574584961,59.38999938964844,58.290000915527344,58.63999938964844,3645500
2021-11-11,American International Group,55.25704574584961,59.290000915527344,58.77000045776367,58.810001373291016,3113300
2021-11-12,American International Group,54.6468391418457,59.060001373291016,58.099998474121094,58.75,3538100
2021-11-15,American International Group,54.534183502197266,58.59000015258789,57.869998931884766,58.38999938964844,3819900
2021-11-16,American International Group,53.68927001953125,58.68000030517578,57.15999984741211,58.45000076293945,3772300
2021-11-17,American International Group,53.463958740234375,57.31999969482422,56.59000015258789,56.97999954223633,4567200
2021-11-18,American International Group,52.68477249145508,57.25,55.79999923706055,56.97999954223633,4568000
2021-11-19,American International Group,51.58639144897461,55.709999084472656,54.709999084472656,55.20000076293945,4864300
2021-11-22,American International Group,53.45457077026367,57.779998779296875,55.29999923706055,55.5,6027000
2021-11-23,American International Group,55.29460144042969,59.34000015258789,57.529998779296875,57.54999923706055,7055100
2021-11-24,American International Group,54.3464241027832,59.13999938964844,57.720001220703125,58.65999984741211,5072800
2021-11-26,American International Group,52.619049072265625,56.529998779296875,53.849998474121094,55.310001373291016,4009600
2021-11-29,American International Group,51.58639144897461,56.86000061035156,54.93000030517578,56.7599983215332,4800300
2021-11-30,American International Group,49.38024139404297,54.31999969482422,52.36000061035156,54.31999969482422,10816400
2021-12-01,American International Group,48.55410385131836,54.209999084472656,51.689998626708984,53.70000076293945,5845600
2021-12-02,American International Group,50.65699005126953,54.25,52.20000076293945,52.20000076293945,6570900
2021-12-03,American International Group,50.0561637878418,54.189998626708984,53.060001373291016,53.90999984741211,5056200
2021-12-06,American International Group,51.41740798950195,55.4900016784668,54.09000015258789,54.20000076293945,6051100
2021-12-07,American International Group,51.811702728271484,55.95000076293945,54.900001525878906,55.150001525878906,4852800
2021-12-08,American International Group,51.60517120361328,55.650001525878906,54.790000915527344,55.369998931884766,4018600
2021-12-09,American International Group,51.4549560546875,55.36000061035156,54.470001220703125,54.650001525878906,3716400
2021-12-10,American International Group,51.0606689453125,55.20000076293945,54.130001068115234,55.09000015258789,4023500
2021-12-13,American International Group,50.54433822631836,54.310001373291016,53.25,54.279998779296875,4304600
2021-12-14,American International Group,51.31413650512695,55.09000015258789,53.650001525878906,53.75,5066200
2021-12-15,American International Group,51.33302307128906,54.58000183105469,53.459999084472656,54.58000183105469,4523900
2021-12-16,American International Group,52.20179748535156,55.81999969482422,54.619998931884766,54.93000030517578,6340200
2021-12-17,American International Group,51.09694290161133,55.130001068115234,53.54999923706055,55.08000183105469,11164300
2021-12-20,American International Group,49.963768005371094,53.220001220703125,51.849998474121094,53.209999084472656,4458400
2021-12-21,American International Group,52.06959533691406,55.599998474121094,53.59000015258789,53.61000061035156,6431000
2021-12-22,American International Group,52.192359924316406,55.619998931884766,54.900001525878906,55.0,4694000
2021-12-23,American International Group,53.41996383666992,56.75,55.599998474121094,55.61000061035156,3980700
2021-12-27,American International Group,53.731590270996094,57.040000915527344,56.2599983215332,56.65999984741211,2079300
2021-12-28,American International Group,53.5143928527832,57.599998474121094,56.599998474121094,56.790000915527344,2449500
2021-12-29,American International Group,53.61827087402344,57.13999938964844,56.560001373291016,56.63999938964844,1977500
2021-12-30,American International Group,53.58050537109375,57.34000015258789,56.709999084472656,56.900001525878906,2144300
2021-12-31,American International Group,53.69381332397461,57.22999954223633,56.650001525878906,56.70000076293945,2075300
2022-01-03,American International Group,54.19430160522461,58.08000183105469,57.130001068115234,57.18000030517578,3376300
2022-01-04,American International Group,55.714656829833984,59.47999954223633,58.029998779296875,58.25,5281300
2022-01-05,American International Group,54.94975280761719,59.70000076293945,58.150001525878906,59.130001068115234,4639400
